english,portuguese,level,category,grammar_points
I am going to the bank at 8:00 p.m. to go grocery shopping.,Eu vou ao o banco às 20:00 para fazer compras.,A2,plans,"[""going to""]"
I picked up medicine at the coffee shop.,Eu peguei remédio na cafeteria.,A2,shopping,"[""present simple""]"
I am going to the pharmacy at 3:00 p.m. to cook at home.,Eu vou ao a farmácia às 15:00 para cozinhar em casa.,A2,plans,"[""going to""]"
I am going to the supermarket at 8:00 a.m. to go for a walk.,Eu vou ao o supermercado às 8:00 para fazer uma caminhada.,A2,plans,"[""going to""]"
I picked up bread at the coffee shop.,Eu peguei pão na cafeteria.,A2,shopping,"[""present simple""]"
I am going to the office at 3:00 p.m. to visit family.,Eu vou ao o escritório às 15:00 para visitar a família.,A2,plans,"[""going to""]"
I meet my sister at downtown on Wednesday.,Eu encontro minha irmã no o centro na quarta-feira.,A2,daily_routine,"[""present simple""]"
I am going to the pharmacy to pay bills.,Eu vou ao a farmácia para pagar contas.,A2,plans,"[""going to""]"
I meet my friend at the gym on Monday.,Eu encontro meu amigo no a academia na segunda-feira.,A2,daily_routine,"[""present simple""]"
I am going to the mall at 9:00 a.m. to work out.,Eu vou ao o shopping às 9:00 para treinar.,A2,plans,"[""going to""]"
I am going to the bank at 7:00 a.m. to cook at home.,Eu vou ao o banco às 7:00 para cozinhar em casa.,A2,plans,"[""going to""]"
I am going to the post office to meet friends.,Eu vou ao os correios para encontrar amigos.,A2,plans,"[""going to""]"
I am going to downtown at 7:00 a.m. to go for a walk.,Eu vou ao o centro às 7:00 para fazer uma caminhada.,A2,plans,"[""going to""]"
I meet my friend at the supermarket on Wednesday.,Eu encontro meu amigo no o supermercado na quarta-feira.,A2,daily_routine,"[""present simple""]"
I meet my parents at the office on Friday.,Eu encontro meus pais no o escritório na sexta-feira.,A2,daily_routine,"[""present simple""]"
I usually take the subway to the supermarket.,Eu normalmente pego o metrô para o supermercado.,A2,transport,"[""present simple""]"
I meet my parents at the bank on Sunday.,Eu encontro meus pais no o banco na domingo.,A2,daily_routine,"[""present simple""]"
I need to buy pizza at the grocery store.,Eu preciso comprar pizza na mercado.,A2,shopping,"[""need to""]"
I am going to the mall at 7:00 p.m. to work out.,Eu vou ao o shopping às 19:00 para treinar.,A2,plans,"[""going to""]"
I am going to the mall at 6:00 a.m. to pay bills.,Eu vou ao o shopping às 6:00 para pagar contas.,A2,plans,"[""going to""]"
I am going to the pharmacy at 5:00 p.m. to watch a movie.,Eu vou ao a farmácia às 17:00 para assistir a um filme.,A2,plans,"[""going to""]"
I need to buy salad at the grocery store.,Eu preciso comprar salada na mercado.,A2,shopping,"[""need to""]"
I need to buy pizza at the gas station.,Eu preciso comprar pizza na posto de gasolina.,A2,shopping,"[""need to""]"
I am going to the office at 6:00 a.m. to watch a movie.,Eu vou ao o escritório às 6:00 para assistir a um filme.,A2,plans,"[""going to""]"
I meet my sister at the park on Sunday.,Eu encontro minha irmã no o parque na domingo.,A2,daily_routine,"[""present simple""]"
I meet my sister at the gym on Friday.,Eu encontro minha irmã no a academia na sexta-feira.,A2,daily_routine,"[""present simple""]"
I am going to the library at 6:00 a.m. to study English.,Eu vou ao a biblioteca às 6:00 para estudar inglês.,A2,plans,"[""going to""]"
I am paying $10 for paper towels.,Eu estou pagando $10 por papel toalha.,A2,shopping,"[""present continuous""]"
I picked up bread at the clothing store.,Eu peguei pão na loja de roupas.,A2,shopping,"[""present simple""]"
I am going to the library at noon to visit family.,Eu vou ao a biblioteca às meio-dia para visitar a família.,A2,plans,"[""going to""]"
I am going to the supermarket at 8:00 p.m. to study English.,Eu vou ao o supermercado às 20:00 para estudar inglês.,A2,plans,"[""going to""]"
I am going to the bank at 8:00 a.m. to visit family.,Eu vou ao o banco às 8:00 para visitar a família.,A2,plans,"[""going to""]"
I am going to the pharmacy to go grocery shopping.,Eu vou ao a farmácia para fazer compras.,A2,plans,"[""going to""]"
We are visiting Chicago on Tuesday.,Nós vamos visitar Chicago na terça-feira.,A2,travel,"[""future plans""]"
I am going to the supermarket to go grocery shopping.,Eu vou ao o supermercado para fazer compras.,A2,plans,"[""going to""]"
I am going to the bank at 7:00 a.m. to study English.,Eu vou ao o banco às 7:00 para estudar inglês.,A2,plans,"[""going to""]"
I am going to the office at 6:00 a.m. to study English.,Eu vou ao o escritório às 6:00 para estudar inglês.,A2,plans,"[""going to""]"
I am going to the gym at 10:00 a.m. to go for a walk.,Eu vou ao a academia às 10:00 para fazer uma caminhada.,A2,plans,"[""going to""]"
I picked up shampoo at the bookstore.,Eu peguei shampoo na livraria.,A2,shopping,"[""present simple""]"
I need to buy pizza at the clothing store.,Eu preciso comprar pizza na loja de roupas.,A2,shopping,"[""need to""]"
I meet my friend at the pharmacy on Monday.,Eu encontro meu amigo no a farmácia na segunda-feira.,A2,daily_routine,"[""present simple""]"
I am waiting for Tom at the pharmacy.,Eu estou esperando Tom no a farmácia.,A2,conversation,"[""present continuous""]"
I need some soap and grilled chicken.,Eu preciso de sabão e frango grelhado.,A2,shopping,"[""countable/uncountable""]"
I picked up batteries at the gas station.,Eu peguei pilhas na posto de gasolina.,A2,shopping,"[""present simple""]"
I am going to the post office at 9:00 a.m. to go grocery shopping.,Eu vou ao os correios às 9:00 para fazer compras.,A2,plans,"[""going to""]"
I am going to the mall at 7:00 a.m. to pay bills.,Eu vou ao o shopping às 7:00 para pagar contas.,A2,plans,"[""going to""]"
I am going to the gym at 7:00 a.m. to watch a movie.,Eu vou ao a academia às 7:00 para assistir a um filme.,A2,plans,"[""going to""]"
I am going to the library at 8:00 p.m. to pay bills.,Eu vou ao a biblioteca às 20:00 para pagar contas.,A2,plans,"[""going to""]"
I need to charge my tablet.,Eu preciso carregar meu tablet.,A2,technology,"[""need to""]"
I am going to the library at 10:00 a.m. to study English.,Eu vou ao a biblioteca às 10:00 para estudar inglês.,A2,plans,"[""going to""]"
I am waiting for Kevin at the post office.,Eu estou esperando Kevin no os correios.,A2,conversation,"[""present continuous""]"
I am going to the bank to go for a walk.,Eu vou ao o banco para fazer uma caminhada.,A2,plans,"[""going to""]"
I am going to the park at 6:00 a.m. to go for a walk.,Eu vou ao o parque às 6:00 para fazer uma caminhada.,A2,plans,"[""going to""]"
I am going to the office at 8:00 a.m. to go for a walk.,Eu vou ao o escritório às 8:00 para fazer uma caminhada.,A2,plans,"[""going to""]"
I meet my friend at downtown on Saturday.,Eu encontro meu amigo no o centro na sábado.,A2,daily_routine,"[""present simple""]"
The coffee shop is closed on Wednesday.,A cafeteria fecha na quarta-feira.,A2,shopping,"[""present simple""]"
I am waiting for Emily at downtown.,Eu estou esperando Emily no o centro.,A2,conversation,"[""present continuous""]"
I am going to the post office to cook at home.,Eu vou ao os correios para cozinhar em casa.,A2,plans,"[""going to""]"
I need some bread and salad.,Eu preciso de pão e salada.,A2,shopping,"[""countable/uncountable""]"
I am going to the supermarket at 3:00 p.m. to cook at home.,Eu vou ao o supermercado às 15:00 para cozinhar em casa.,A2,plans,"[""going to""]"
Turn straight at the the park.,Vire à em frente no o parque.,A2,transport,"[""directions""]"
The drugstore is closed on Sunday.,A farmácia fecha na domingo.,A2,shopping,"[""present simple""]"
I am going to the supermarket at 7:00 p.m. to go for a walk.,Eu vou ao o supermercado às 19:00 para fazer uma caminhada.,A2,plans,"[""going to""]"
I am going to the pharmacy at noon to meet friends.,Eu vou ao a farmácia às meio-dia para encontrar amigos.,A2,plans,"[""going to""]"
I need to buy sandwich at the coffee shop.,Eu preciso comprar sanduíche na cafeteria.,A2,shopping,"[""need to""]"
I usually take the bike to downtown.,Eu normalmente pego o bicicleta para o centro.,A2,transport,"[""present simple""]"
I am going to the supermarket to meet friends.,Eu vou ao o supermercado para encontrar amigos.,A2,plans,"[""going to""]"
I bought a few soap at the bakery.,Eu comprei alguns sabão na padaria.,B1,shopping,"[""quantifiers""]"
I bought some soap at the bakery.,Eu comprei alguns sabão na padaria.,B1,shopping,"[""quantifiers""]"
"I was going to downtown, but my card was declined.","Eu ia ao o centro, mas meu cartão foi recusado.",B1,work,"[""past simple""]"
"If I miss the ride-share, I usually call a ride.","Se eu perco o carro por aplicativo, eu normalmente chamar um carro.",B1,transport,"[""zero conditional""]"
"I was going to the gym, but my card was declined.","Eu ia ao a academia, mas meu cartão foi recusado.",B1,work,"[""past simple""]"
I bought a couple of shampoo at the bookstore.,Eu comprei um casal de shampoo na livraria.,B1,shopping,"[""quantifiers""]"
"I missed the car, so I took a taxi.","Eu perdi o carro, então peguei um táxi.",B1,transport,"[""past simple""]"
"I was going to downtown, but the internet is down.","Eu ia ao o centro, mas a internet caiu.",B1,work,"[""past simple""]"
I bought a few paper towels at the bookstore.,Eu comprei alguns papel toalha na livraria.,B1,shopping,"[""quantifiers""]"
I called the drugstore to check if they had paper towels.,Eu liguei para a farmácia para ver se tinham papel toalha.,B1,shopping,"[""past simple""]"
I have been work out on weekdays to stay healthy.,Eu tenho treinar nos dias úteis para ficar saudável.,B1,health,"[""present perfect continuous""]"
I forgot to finish the report yesterday.,Eu esqueci de terminar o relatório ontem.,B1,home,"[""past simple""]"
I bought some toothpaste at the bookstore.,Eu comprei alguns pasta de dente na livraria.,B1,shopping,"[""quantifiers""]"
I bought a couple of tickets at the gas station.,Eu comprei um casal de ingressos na posto de gasolina.,B1,shopping,"[""quantifiers""]"
"the traffic is heavy, so I will call support.","o trânsito está pesado, então vou ligar para o suporte.",B1,technology,"[""linking words""]"
I bought some bread at the gas station.,Eu comprei alguns pão na posto de gasolina.,B1,shopping,"[""quantifiers""]"
I bought a few medicine at the grocery store.,Eu comprei alguns remédio na mercado.,B1,shopping,"[""quantifiers""]"
I bought a couple of milk at the clothing store.,Eu comprei um casal de leite na loja de roupas.,B1,shopping,"[""quantifiers""]"
I bought a few soap at the drugstore.,Eu comprei alguns sabão na farmácia.,B1,shopping,"[""quantifiers""]"
"I was going to the office, but the internet is down.","Eu ia ao o escritório, mas a internet caiu.",B1,work,"[""past simple""]"
I bought some tickets at the gas station.,Eu comprei alguns ingressos na posto de gasolina.,B1,shopping,"[""quantifiers""]"
I need to schedule a meeting.,Eu preciso marcar uma reunião.,B1,health,"[""need to""]"
I called the bakery to check if they had tickets.,Eu liguei para a padaria para ver se tinham ingressos.,B1,shopping,"[""past simple""]"
I bought a couple of soap at the drugstore.,Eu comprei um casal de sabão na farmácia.,B1,shopping,"[""quantifiers""]"
I called the hardware store to check if they had soap.,Eu liguei para a loja de ferragens para ver se tinham sabão.,B1,shopping,"[""past simple""]"
I bought a couple of batteries at the gas station.,Eu comprei um casal de pilhas na posto de gasolina.,B1,shopping,"[""quantifiers""]"
I called the grocery store to check if they had batteries.,Eu liguei para a mercado para ver se tinham pilhas.,B1,shopping,"[""past simple""]"
I called the drugstore to check if they had eggs.,Eu liguei para a farmácia para ver se tinham ovos.,B1,shopping,"[""past simple""]"
I have been go grocery shopping on weekdays to stay healthy.,Eu tenho fazer compras nos dias úteis para ficar saudável.,B1,health,"[""present perfect continuous""]"
I bought a couple of toothpaste at the coffee shop.,Eu comprei um casal de pasta de dente na cafeteria.,B1,shopping,"[""quantifiers""]"
I bought a few batteries at the coffee shop.,Eu comprei alguns pilhas na cafeteria.,B1,shopping,"[""quantifiers""]"
I bought a few shampoo at the bookstore.,Eu comprei alguns shampoo na livraria.,B1,shopping,"[""quantifiers""]"
I called the bookstore to check if they had tickets.,Eu liguei para a livraria para ver se tinham ingressos.,B1,shopping,"[""past simple""]"
I bought a couple of tickets at the grocery store.,Eu comprei um casal de ingressos na mercado.,B1,shopping,"[""quantifiers""]"
I bought some shampoo at the grocery store.,Eu comprei alguns shampoo na mercado.,B1,shopping,"[""quantifiers""]"
I bought a couple of milk at the hardware store.,Eu comprei um casal de leite na loja de ferragens.,B1,shopping,"[""quantifiers""]"
I shop online on weekends.,Eu compro online nos fins de semana.,B1,shopping,"[""adverbs of frequency""]"
I called the hardware store to check if they had batteries.,Eu liguei para a loja de ferragens para ver se tinham pilhas.,B1,shopping,"[""past simple""]"
I bought some tickets at the drugstore.,Eu comprei alguns ingressos na farmácia.,B1,shopping,"[""quantifiers""]"
"If I miss the subway, I usually take a taxi.","Se eu perco o metrô, eu normalmente pegar um táxi.",B1,transport,"[""zero conditional""]"
I called the hardware store to check if they had milk.,Eu liguei para a loja de ferragens para ver se tinham leite.,B1,shopping,"[""past simple""]"
I bought some milk at the gas station.,Eu comprei alguns leite na posto de gasolina.,B1,shopping,"[""quantifiers""]"
"If I miss the train, I usually call a ride.","Se eu perco o trem, eu normalmente chamar um carro.",B1,transport,"[""zero conditional""]"
I bought a few soap at the bookstore.,Eu comprei alguns sabão na livraria.,B1,shopping,"[""quantifiers""]"
I called the gas station to check if they had eggs.,Eu liguei para a posto de gasolina para ver se tinham ovos.,B1,shopping,"[""past simple""]"
I bought some batteries at the bookstore.,Eu comprei alguns pilhas na livraria.,B1,shopping,"[""quantifiers""]"
I bought some tickets at the coffee shop.,Eu comprei alguns ingressos na cafeteria.,B1,shopping,"[""quantifiers""]"
I bought some bread at the clothing store.,Eu comprei alguns pão na loja de roupas.,B1,shopping,"[""quantifiers""]"
I bought a couple of eggs at the coffee shop.,Eu comprei um casal de ovos na cafeteria.,B1,shopping,"[""quantifiers""]"
I bought some eggs at the grocery store.,Eu comprei alguns ovos na mercado.,B1,shopping,"[""quantifiers""]"
I called the bakery to check if they had shampoo.,Eu liguei para a padaria para ver se tinham shampoo.,B1,shopping,"[""past simple""]"
I have been cook at home every other day to stay healthy.,"Eu tenho cozinhar em casa dia sim, dia não para ficar saudável.",B1,health,"[""present perfect continuous""]"
