id,english,ipa,portuguese,level,word_type,definition_en,definition_pt,example_en,example_pt,tags
5612,anuptaphobia,,anuptafobia,B1,,,,"After reading an article about mental health, she discovered that her friend suffered from anuptaphobia and was seeking professional help to overcome it.","Depois de ler um artigo sobre saúde mental, ela descobriu que seu amigo sofria de anuptaphobia e procurava ajuda profissional para superá-la.",
5613,anagalactic,,anagalÃ¡ctico,B1,adjective,,,"I couldn't find any example sentence that uses the word ""anagalactic"" because it is not a real word in the English language.","Não encontrei nenhuma exemplo de frases que usem a palavra ""anagalactic"" porque ela não é uma palavra real do idioma inglês.",
5614,anticipatorily,,Antecipatoriamente.,B1,adverb,,,The doctor examined the patient's chart anticipatorily before the surgery to ensure everything was in order.,O médico revisou o histórico do paciente antes da cirurgia para garantir que tudo estivesse em ordem.,
5615,antinociceptive,,antinociceptivo,B1,adjective,,,The doctor explained that this new medication has antinociceptive properties to help manage chronic pain.,O médico explicou que essa nova medicina tem propriedades antinociceptivas para ajudar na gestão do dor crônica.,
5616,antrostomy,,antrostomia,B1,,,,The surgeon performed an antrostomy to drain the infected sinus and provide relief from the patient's symptoms.,O cirurgião realizou uma antrostomia para drenar o sinus infectado e fornecer alívio aos sintomas do paciente.,
5617,appendicostomy,,apendicostomia,B1,,,,The surgeon performed an appendicostomy on the patient to drain the inflamed appendix.,O cirurgião realizou uma coleta de suco do apêndice inflamado.,
5618,anaphorically,,anaforicamente,B1,adverb,,,The researcher explained that her findings had been discussed anaphorically among her colleagues during the presentation.,A pesquisadora explicou que suas descobertas foram discutidas anafóricamente entre seus colegas durante a apresentação.,
5619,annexure,,ANEXO,B1,noun,,,The company's annual report includes an annexure that lists all the financial transactions from the past year.,O relatório anual da empresa inclui uma anexa que lista todas as transações financeiras do ano passado.,
5620,ansiform,,ansiforme,B1,,,,"The growth patterns of certain plants can be ansiform, with branching stems that resemble fingers or branches on trees that split off at an angle.",Os padrões de crescimento de certas plantas podem ter caules ramificados que lembram dedos ou galhos de árvores que se dividem em ângulos.,
5621,anticoincidence,,anticoincidÃªncia,B1,noun,,,The physicist was thrilled to find that the unexpected anticoincidence between two variables proved to be a valuable clue in solving the experiment.,O físico ficou muito satisfeito em descobrir que a anticorrelação surpresa entre duas variáveis foi uma pista valiosa para resolver o experimento.,
5622,antipoetic,,antipoÃ©tico,B1,adjective,,,The literary critic's review of the new novel was antipoetic because it used simple language to convey deep emotions.,A crítica literária do novo romance foi antipoética porque usava linguagem simples para expressar profundas emoções.,
5623,anesthetised,,anestesiado,B1,verb,,,The nurse carefully monitored the patient who had been anesthetised to ensure a smooth recovery.,A enfermeira monitorou cuidadosamente o paciente anestesiado para garantir uma recuperação suave.,
5624,angiolithic,,angiolÃ­tico,B1,adjective,,,The geologist studied the angiolithic formations found in the ancient marble cave.,O geólogo estudou as formações angiolíticas encontradas na gruta de mármore antigo.,
5625,angustiseptate,,angustiseptato,B1,verb,,,,,
5627,antiheroism,,anti-heroÃ­smo,B1,noun,,,"The documentary explored the life of a former soldier who struggled to adjust to civilian life, revealing a complex portrayal of antiheroism in his post-war struggles.","O documentário examinou a vida de um ex soldado que lutou para se adaptar à vida civil, revelando uma representação complexa do anti-herói em suas lutas pós-guerra.",
5628,antimnemonic,,antimnemÃ´nico,B1,adjective,,,The psychologist found that certain melodies could serve as antimnemonic cues to help patients remember traumatic events.,O psicólogo descobriu que certas melodias poderiam servir como cues antimnômicas para ajudar os pacientes a lembrar de eventos traumáticos.,
5629,antinomical,,antinÃ´mico,B1,adjective,,,The conflict between her personal beliefs and her job requirements was antinomical to her values as a journalist.,O conflito entre suas crenças pessoais e os requisitos do trabalho era antitético às suas valores como jornalista.,
5630,antshrike,,ataque de formiga,B1,,,,"While hiking in the forest, I heard a strange and unfamiliar sound coming from a nearby bush - it was an antshrike.","Enquanto caminhava na floresta, ouvi um som estranho e desconhecido que vinha de uma arbustiva próxima - era um tinambé.",
5631,apparate,,aparato,B1,verb,,,"As a handyman, it's his job to apparate tools from storage to the workbench.",É sua tarefa como manedoeira apurar ferramentas do armazenamento até a bancada de trabalho.,
5632,apperceptively,,aperceptivamente,B1,adverb,,,She adjusted her hearing aid settings apperceptively to better understand the soft-spoken speaker.,Ela ajustou os ajustes do aplicativo de audição com mais precisão para entender melhor o falante que fala em voz baixa.,
5633,anthropos,,antropos,B1,,,,"When walking through the museum, I studied the exhibit on human evolution to learn more about anthropos and how they lived thousands of years ago.","Quando caminho pelo museu, estudei a exposição sobre evolução humana para aprender mais sobre o antropos e como viveram há milhares de anos.",
5634,analize,,analisar,B1,verb,,,The company's financial analysts will need to analize the new data to make informed decisions about future investments.,Os analistas financeiros da empresa precisarão analisar os dados novos para tomar decisões informadas sobre investimentos futuros.,
5635,anamoly,,anamolia,B1,adverb,,,,,
5636,anesthesimeter,,anestesÃ­metro,B1,noun,,,The anesthesimeter monitor on her wrist beeped loudly as she checked her vital signs before the surgery.,O anestesímetro de pulso na sua mução tocou alto enquanto ela verificava seus sinais vitais antes da cirurgia.,
5637,annoyment,,aborrecimento,B1,noun,,,,,
5638,ansotomy,,ansotomia,B1,,,,"I couldn't find any natural English example sentences that use the word ""ansotomy"". It's possible that it's a misspelling or not a real word in English. If you could provide more context or clarify what you mean by ""ansotomy"", I'd be happy to help.","Não encontrei nenhum exemplo de sentença em inglês que use a palavra ""ansotomy"", o que poderia ser um erro de digitação ou uma palavra não existente no idioma.",
5639,antagonizable,,antagonizÃ¡vel,B1,adjective,,,The company's policies on layoffs can be seen as antagonizable due to their impact on employee morale and job security.,As políticas da empresa sobre demissões podem ser vistas como insatisfatórias devido ao seu impacto na moral dos funcionários e segurança no emprego.,
5640,antagonym,,antagÃ´nimo,B1,,,,The writer's decision to end her series was seen as an antagonym by some fans who had been eagerly awaiting a sequel.,Alguns fãs vêram sua decisão de encerrar sua série como uma trama negativa.,
5641,anthropoclimatology,,antropoclimatologia,B1,,,,"The university course on sustainability and environmental studies included a module on anthropoclimatology, exploring how human activities affect climate change.","O curso de graduação da universidade sobre sustentabilidade e estudos ambientais incluía um módulo sobre antropoclimatologia, explorando como as atividades humanas afetam os mudanças climáticas.",
5642,anthroposomatology,,antroposomatologia,B1,,,,The university's department of anthropology is actually a group that studies anthroposomatology and its applications in modern medicine.,O departamento de antropologia da universidade estuda antroposomática e suas aplicações na medicina moderna.,
5643,anticlimatic,,anticlimÃ¡tico,B1,adjective,,,,,
5644,antielitism,,Antielitismo,B1,noun,,,The academic journal criticized a politician's remarks on social media for exhibiting antielitism.,A revista acadêmica criticou os comentários de um político na mídia social por exibir elitismo anti.,
5678,anaerobic,,anaerÃ³bio,B2,adjective,,,The anaerobic exercise class at the gym was very challenging for her.,O exercício anaeróbico na academia foi muito desafiador para ela.,
5680,anaphylaxis,,grave,B2,noun,,,"como uma proteÃ­na estrangeira ou medicamento.""",Como uma proteína estrangeira ou medicamento.,
5682,antioxidant,,antioxidante,B2,noun,,,The company is launching a new energy drink that contains an antioxidant to help reduce oxidative stress.,A empresa está lançando uma nova bebida energética que contém antioxidantes para ajudar a reduzir o estresse oxidativo.,
